,ESI,Latitude,Longitude,Date,StationTriplet
17336,2.269,32.28393,-86.05253,2019-03-05,2177:AL:SCAN
17337,1.099,34.19492,-86.79897,2019-03-05,2113:AL:SCAN
17338,0.715,33.10768,-88.31003,2019-03-05,2174:AL:SCAN
17339,2.394,34.4448,-86.16557,2019-03-05,2055:AL:SCAN
17340,0.659,34.81982,-87.98685,2019-03-05,2173:AL:SCAN
17341,1.923,30.5238,-87.69797,2019-03-05,2180:AL:SCAN
17342,1.249,32.608,-88.19743,2019-03-05,2114:AL:SCAN
17343,1.186,32.41222,-85.91028,2019-03-05,2178:AL:SCAN
17344,1.681,31.10923,-87.55277,2019-03-05,2181:AL:SCAN
17345,0.84,31.01912,-85.03693,2019-03-05,2182:AL:SCAN
17346,1.11,32.40392,-86.89137,2019-03-05,2176:AL:SCAN
17347,1.491,34.43333,-86.68333,2019-03-05,2056:AL:SCAN
17348,0.438,34.17973,-87.45618,2019-03-05,2179:AL:SCAN
17349,1.76,32.43455,-85.74802,2019-03-05,2115:AL:SCAN
17350,1.34,33.33168,-85.51818,2019-03-05,2175:AL:SCAN
17351,1.299,34.9,-86.53333,2019-03-05,2053:AL:SCAN
17352,1.562,34.78333,-86.55,2019-03-12,2057:AL:SCAN
17353,1.09,34.89375,-86.60236,2019-03-12,2078:AL:SCAN
17354,1.749,32.28393,-86.05253,2019-03-12,2177:AL:SCAN
17355,1.997,34.19492,-86.79897,2019-03-12,2113:AL:SCAN
17356,0.739,33.10768,-88.31003,2019-03-12,2174:AL:SCAN
17357,2.511,34.4448,-86.16557,2019-03-12,2055:AL:SCAN
17358,1.789,34.81982,-87.98685,2019-03-12,2173:AL:SCAN
17359,0.732,30.5238,-87.69797,2019-03-12,2180:AL:SCAN
17360,0.644,32.608,-88.19743,2019-03-12,2114:AL:SCAN
17361,1.126,32.41222,-85.91028,2019-03-12,2178:AL:SCAN
17362,1.51,31.10923,-87.55277,2019-03-12,2181:AL:SCAN
17363,0.718,31.01912,-85.03693,2019-03-12,2182:AL:SCAN
17364,1.324,32.40392,-86.89137,2019-03-12,2176:AL:SCAN
17365,2.201,34.43333,-86.68333,2019-03-12,2056:AL:SCAN
17366,1.334,34.17973,-87.45618,2019-03-12,2179:AL:SCAN
17367,1.577,32.43455,-85.74802,2019-03-12,2115:AL:SCAN
17368,1.769,33.33168,-85.51818,2019-03-12,2175:AL:SCAN
17369,1.531,34.9,-86.53333,2019-03-12,2053:AL:SCAN
17370,0.391,34.78333,-86.55,2019-03-19,2057:AL:SCAN
17371,-0.073,34.89375,-86.60236,2019-03-19,2078:AL:SCAN
17372,0.869,32.28393,-86.05253,2019-03-19,2177:AL:SCAN
17373,0.406,34.19492,-86.79897,2019-03-19,2113:AL:SCAN
17374,1.079,33.10768,-88.31003,2019-03-19,2174:AL:SCAN
17375,0.316,34.4448,-86.16557,2019-03-19,2055:AL:SCAN
17376,0.544,34.81982,-87.98685,2019-03-19,2173:AL:SCAN
17377,0.572,30.5238,-87.69797,2019-03-19,2180:AL:SCAN
17378,0.352,32.608,-88.19743,2019-03-19,2114:AL:SCAN
17379,0.092,32.41222,-85.91028,2019-03-19,2178:AL:SCAN
17380,0.27,31.10923,-87.55277,2019-03-19,2181:AL:SCAN
17381,1.426,31.01912,-85.03693,2019-03-19,2182:AL:SCAN
17382,0.87,32.40392,-86.89137,2019-03-19,2176:AL:SCAN
17383,0.089,34.43333,-86.68333,2019-03-19,2056:AL:SCAN
17384,1.073,34.17973,-87.45618,2019-03-19,2179:AL:SCAN
17385,1.052,32.43455,-85.74802,2019-03-19,2115:AL:SCAN
17386,0.208,33.33168,-85.51818,2019-03-19,2175:AL:SCAN
17387,0.502,34.9,-86.53333,2019-03-19,2053:AL:SCAN
17388,0.197,34.78333,-86.55,2019-03-26,2057:AL:SCAN
17389,0.331,34.89375,-86.60236,2019-03-26,2078:AL:SCAN
17390,1.526,32.28393,-86.05253,2019-03-26,2177:AL:SCAN
17391,0.666,34.19492,-86.79897,2019-03-26,2113:AL:SCAN
17392,-0.108,33.10768,-88.31003,2019-03-26,2174:AL:SCAN
17393,1.059,34.4448,-86.16557,2019-03-26,2055:AL:SCAN
17394,-0.428,34.81982,-87.98685,2019-03-26,2173:AL:SCAN
17395,0.0,30.5238,-87.69797,2019-03-26,2180:AL:SCAN
17396,0.25,32.608,-88.19743,2019-03-26,2114:AL:SCAN
17397,0.544,32.41222,-85.91028,2019-03-26,2178:AL:SCAN
17398,0.112,31.10923,-87.55277,2019-03-26,2181:AL:SCAN
17399,-0.346,31.01912,-85.03693,2019-03-26,2182:AL:SCAN
17400,0.068,32.40392,-86.89137,2019-03-26,2176:AL:SCAN
17401,0.575,34.43333,-86.68333,2019-03-26,2056:AL:SCAN
17402,-0.382,34.17973,-87.45618,2019-03-26,2179:AL:SCAN
17403,0.51,32.43455,-85.74802,2019-03-26,2115:AL:SCAN
17404,-0.019,33.33168,-85.51818,2019-03-26,2175:AL:SCAN
17405,0.388,34.9,-86.53333,2019-03-26,2053:AL:SCAN
17406,-0.554,34.78333,-86.55,2019-04-02,2057:AL:SCAN
17407,-0.585,34.89375,-86.60236,2019-04-02,2078:AL:SCAN
17408,-0.965,32.28393,-86.05253,2019-04-02,2177:AL:SCAN
17409,0.546,34.19492,-86.79897,2019-04-02,2113:AL:SCAN
17410,-0.618,33.10768,-88.31003,2019-04-02,2174:AL:SCAN
17411,-0.094,34.4448,-86.16557,2019-04-02,2055:AL:SCAN
17412,-1.004,34.81982,-87.98685,2019-04-02,2173:AL:SCAN
17413,-0.644,30.5238,-87.69797,2019-04-02,2180:AL:SCAN
17414,0.362,32.608,-88.19743,2019-04-02,2114:AL:SCAN
17415,-0.846,32.41222,-85.91028,2019-04-02,2178:AL:SCAN
17416,0.104,31.10923,-87.55277,2019-04-02,2181:AL:SCAN
17417,-1.907,31.01912,-85.03693,2019-04-02,2182:AL:SCAN
17418,0.158,32.40392,-86.89137,2019-04-02,2176:AL:SCAN
17419,-0.027,34.43333,-86.68333,2019-04-02,2056:AL:SCAN
17420,-0.095,34.17973,-87.45618,2019-04-02,2179:AL:SCAN
17421,-1.317,32.43455,-85.74802,2019-04-02,2115:AL:SCAN
17422,-0.043,33.33168,-85.51818,2019-04-02,2175:AL:SCAN
17423,-0.46,34.9,-86.53333,2019-04-02,2053:AL:SCAN
17424,0.805,34.78333,-86.55,2019-04-09,2057:AL:SCAN
17425,-0.348,34.89375,-86.60236,2019-04-09,2078:AL:SCAN
17426,1.626,32.28393,-86.05253,2019-04-09,2177:AL:SCAN
17427,-0.101,34.19492,-86.79897,2019-04-09,2113:AL:SCAN
17428,0.164,33.10768,-88.31003,2019-04-09,2174:AL:SCAN
17429,-0.28,34.4448,-86.16557,2019-04-09,2055:AL:SCAN
17430,0.27,34.81982,-87.98685,2019-04-09,2173:AL:SCAN
17431,-0.064,30.5238,-87.69797,2019-04-09,2180:AL:SCAN
17432,1.322,32.608,-88.19743,2019-04-09,2114:AL:SCAN
17433,1.358,32.41222,-85.91028,2019-04-09,2178:AL:SCAN
17434,-0.431,31.10923,-87.55277,2019-04-09,2181:AL:SCAN
17435,0.672,31.01912,-85.03693,2019-04-09,2182:AL:SCAN
17436,-0.702,32.40392,-86.89137,2019-04-09,2176:AL:SCAN
17437,-0.101,34.43333,-86.68333,2019-04-09,2056:AL:SCAN
17438,0.121,34.17973,-87.45618,2019-04-09,2179:AL:SCAN
17439,1.136,32.43455,-85.74802,2019-04-09,2115:AL:SCAN
17441,0.102,34.9,-86.53333,2019-04-09,2053:AL:SCAN
17442,0.638,34.78333,-86.55,2019-04-16,2057:AL:SCAN
17443,0.111,34.89375,-86.60236,2019-04-16,2078:AL:SCAN
17444,-0.905,32.28393,-86.05253,2019-04-16,2177:AL:SCAN
17445,-1.48,34.19492,-86.79897,2019-04-16,2113:AL:SCAN
17446,1.176,33.10768,-88.31003,2019-04-16,2174:AL:SCAN
17447,0.365,34.4448,-86.16557,2019-04-16,2055:AL:SCAN
17448,0.228,34.81982,-87.98685,2019-04-16,2173:AL:SCAN
17449,0.417,30.5238,-87.69797,2019-04-16,2180:AL:SCAN
17450,1.013,32.608,-88.19743,2019-04-16,2114:AL:SCAN
17451,0.036,32.41222,-85.91028,2019-04-16,2178:AL:SCAN
17453,0.418,31.01912,-85.03693,2019-04-16,2182:AL:SCAN
17454,-1.655,32.40392,-86.89137,2019-04-16,2176:AL:SCAN
17455,0.798,34.43333,-86.68333,2019-04-16,2056:AL:SCAN
17456,0.495,34.17973,-87.45618,2019-04-16,2179:AL:SCAN
17457,-0.127,32.43455,-85.74802,2019-04-16,2115:AL:SCAN
17458,0.802,33.33168,-85.51818,2019-04-16,2175:AL:SCAN
17459,0.628,34.9,-86.53333,2019-04-16,2053:AL:SCAN
17460,0.637,34.78333,-86.55,2019-04-23,2057:AL:SCAN
17461,0.681,34.89375,-86.60236,2019-04-23,2078:AL:SCAN
17462,0.285,32.28393,-86.05253,2019-04-23,2177:AL:SCAN
17463,0.776,34.19492,-86.79897,2019-04-23,2113:AL:SCAN
17464,-0.455,33.10768,-88.31003,2019-04-23,2174:AL:SCAN
17465,1.51,34.4448,-86.16557,2019-04-23,2055:AL:SCAN
17466,0.858,34.81982,-87.98685,2019-04-23,2173:AL:SCAN
17467,0.055,30.5238,-87.69797,2019-04-23,2180:AL:SCAN
17468,0.296,32.608,-88.19743,2019-04-23,2114:AL:SCAN
17469,0.677,32.41222,-85.91028,2019-04-23,2178:AL:SCAN
17470,-0.077,31.10923,-87.55277,2019-04-23,2181:AL:SCAN
17471,-0.301,31.01912,-85.03693,2019-04-23,2182:AL:SCAN
17472,0.411,32.40392,-86.89137,2019-04-23,2176:AL:SCAN
17473,0.941,34.43333,-86.68333,2019-04-23,2056:AL:SCAN
17474,0.763,34.17973,-87.45618,2019-04-23,2179:AL:SCAN
17475,0.741,32.43455,-85.74802,2019-04-23,2115:AL:SCAN
17476,0.789,33.33168,-85.51818,2019-04-23,2175:AL:SCAN
17477,0.476,34.9,-86.53333,2019-04-23,2053:AL:SCAN
17478,-0.53,34.78333,-86.55,2019-04-30,2057:AL:SCAN
17479,-0.248,34.89375,-86.60236,2019-04-30,2078:AL:SCAN
17480,0.758,32.28393,-86.05253,2019-04-30,2177:AL:SCAN
17481,-0.395,34.19492,-86.79897,2019-04-30,2113:AL:SCAN
17482,0.194,33.10768,-88.31003,2019-04-30,2174:AL:SCAN
17483,0.69,34.4448,-86.16557,2019-04-30,2055:AL:SCAN
17484,-1.808,34.81982,-87.98685,2019-04-30,2173:AL:SCAN
17485,1.112,30.5238,-87.69797,2019-04-30,2180:AL:SCAN
17486,1.832,32.608,-88.19743,2019-04-30,2114:AL:SCAN
17487,0.83,32.41222,-85.91028,2019-04-30,2178:AL:SCAN
17488,0.09,31.10923,-87.55277,2019-04-30,2181:AL:SCAN
17489,0.765,31.01912,-85.03693,2019-04-30,2182:AL:SCAN
17490,1.675,32.40392,-86.89137,2019-04-30,2176:AL:SCAN
17491,-0.003,34.43333,-86.68333,2019-04-30,2056:AL:SCAN
17492,-0.276,34.17973,-87.45618,2019-04-30,2179:AL:SCAN
17493,1.524,32.43455,-85.74802,2019-04-30,2115:AL:SCAN
17494,1.161,33.33168,-85.51818,2019-04-30,2175:AL:SCAN
17495,-0.281,34.9,-86.53333,2019-04-30,2053:AL:SCAN
17496,0.119,34.78333,-86.55,2019-05-07,2057:AL:SCAN
17497,0.252,34.89375,-86.60236,2019-05-07,2078:AL:SCAN
17498,1.062,32.28393,-86.05253,2019-05-07,2177:AL:SCAN
17499,0.23,34.19492,-86.79897,2019-05-07,2113:AL:SCAN
17502,-0.086,34.81982,-87.98685,2019-05-07,2173:AL:SCAN
17503,0.827,30.5238,-87.69797,2019-05-07,2180:AL:SCAN
17504,1.823,32.608,-88.19743,2019-05-07,2114:AL:SCAN
17505,2.018,32.41222,-85.91028,2019-05-07,2178:AL:SCAN
17507,0.069,31.01912,-85.03693,2019-05-07,2182:AL:SCAN
17508,2.526,32.40392,-86.89137,2019-05-07,2176:AL:SCAN
17509,-0.148,34.43333,-86.68333,2019-05-07,2056:AL:SCAN
17510,-0.112,34.17973,-87.45618,2019-05-07,2179:AL:SCAN
17511,1.297,32.43455,-85.74802,2019-05-07,2115:AL:SCAN
17513,-0.114,34.9,-86.53333,2019-05-07,2053:AL:SCAN
17514,0.742,34.78333,-86.55,2019-05-14,2057:AL:SCAN
17516,1.923,32.28393,-86.05253,2019-05-14,2177:AL:SCAN
17517,0.935,34.19492,-86.79897,2019-05-14,2113:AL:SCAN
17519,1.769,34.4448,-86.16557,2019-05-14,2055:AL:SCAN
17520,1.179,34.81982,-87.98685,2019-05-14,2173:AL:SCAN
17521,-0.776,30.5238,-87.69797,2019-05-14,2180:AL:SCAN
17522,1.579,32.608,-88.19743,2019-05-14,2114:AL:SCAN
17523,1.014,32.41222,-85.91028,2019-05-14,2178:AL:SCAN
17524,0.308,31.10923,-87.55277,2019-05-14,2181:AL:SCAN
17525,0.741,31.01912,-85.03693,2019-05-14,2182:AL:SCAN
17526,1.422,32.40392,-86.89137,2019-05-14,2176:AL:SCAN
17527,0.666,34.43333,-86.68333,2019-05-14,2056:AL:SCAN
17528,0.561,34.17973,-87.45618,2019-05-14,2179:AL:SCAN
17529,0.916,32.43455,-85.74802,2019-05-14,2115:AL:SCAN
17532,0.304,34.78333,-86.55,2019-05-21,2057:AL:SCAN
17533,-0.299,34.89375,-86.60236,2019-05-21,2078:AL:SCAN
17534,-0.498,32.28393,-86.05253,2019-05-21,2177:AL:SCAN
17535,1.128,34.19492,-86.79897,2019-05-21,2113:AL:SCAN
17536,-0.299,33.10768,-88.31003,2019-05-21,2174:AL:SCAN
17537,1.723,34.4448,-86.16557,2019-05-21,2055:AL:SCAN
17538,1.141,34.81982,-87.98685,2019-05-21,2173:AL:SCAN
17539,0.101,30.5238,-87.69797,2019-05-21,2180:AL:SCAN
17540,0.362,32.608,-88.19743,2019-05-21,2114:AL:SCAN
17541,-0.199,32.41222,-85.91028,2019-05-21,2178:AL:SCAN
17543,-0.271,31.01912,-85.03693,2019-05-21,2182:AL:SCAN
17544,0.46,32.40392,-86.89137,2019-05-21,2176:AL:SCAN
17545,0.416,34.43333,-86.68333,2019-05-21,2056:AL:SCAN
17546,1.476,34.17973,-87.45618,2019-05-21,2179:AL:SCAN
17547,0.104,32.43455,-85.74802,2019-05-21,2115:AL:SCAN
17549,0.049,34.9,-86.53333,2019-05-21,2053:AL:SCAN
17550,-1.277,34.78333,-86.55,2019-05-28,2057:AL:SCAN
17551,-1.814,34.89375,-86.60236,2019-05-28,2078:AL:SCAN
17552,-0.8,32.28393,-86.05253,2019-05-28,2177:AL:SCAN
17553,-1.715,34.19492,-86.79897,2019-05-28,2113:AL:SCAN
17554,-0.731,33.10768,-88.31003,2019-05-28,2174:AL:SCAN
17555,0.195,34.4448,-86.16557,2019-05-28,2055:AL:SCAN
17556,-1.927,34.81982,-87.98685,2019-05-28,2173:AL:SCAN
17557,0.119,30.5238,-87.69797,2019-05-28,2180:AL:SCAN
17558,-0.824,32.608,-88.19743,2019-05-28,2114:AL:SCAN
17559,-0.814,32.41222,-85.91028,2019-05-28,2178:AL:SCAN
17560,-0.37,31.10923,-87.55277,2019-05-28,2181:AL:SCAN
17561,-1.54,31.01912,-85.03693,2019-05-28,2182:AL:SCAN
17562,0.03,32.40392,-86.89137,2019-05-28,2176:AL:SCAN
17563,-1.204,34.43333,-86.68333,2019-05-28,2056:AL:SCAN
17564,-1.924,34.17973,-87.45618,2019-05-28,2179:AL:SCAN
17565,-0.737,32.43455,-85.74802,2019-05-28,2115:AL:SCAN
17566,0.359,33.33168,-85.51818,2019-05-28,2175:AL:SCAN
17567,-0.935,34.9,-86.53333,2019-05-28,2053:AL:SCAN
17568,-1.352,34.78333,-86.55,2019-06-04,2057:AL:SCAN
17569,-1.359,34.89375,-86.60236,2019-06-04,2078:AL:SCAN
17570,-0.657,32.28393,-86.05253,2019-06-04,2177:AL:SCAN
17571,-1.775,34.19492,-86.79897,2019-06-04,2113:AL:SCAN
17572,-0.275,33.10768,-88.31003,2019-06-04,2174:AL:SCAN
17573,-1.493,34.4448,-86.16557,2019-06-04,2055:AL:SCAN
17574,-2.432,34.81982,-87.98685,2019-06-04,2173:AL:SCAN
17575,-0.797,30.5238,-87.69797,2019-06-04,2180:AL:SCAN
17576,0.008,32.608,-88.19743,2019-06-04,2114:AL:SCAN
17577,-0.485,32.41222,-85.91028,2019-06-04,2178:AL:SCAN
17578,-0.851,31.10923,-87.55277,2019-06-04,2181:AL:SCAN
17579,-0.705,31.01912,-85.03693,2019-06-04,2182:AL:SCAN
17580,0.024,32.40392,-86.89137,2019-06-04,2176:AL:SCAN
17581,-1.263,34.43333,-86.68333,2019-06-04,2056:AL:SCAN
17582,-1.456,34.17973,-87.45618,2019-06-04,2179:AL:SCAN
17583,-0.054,32.43455,-85.74802,2019-06-04,2115:AL:SCAN
17584,1.064,33.33168,-85.51818,2019-06-04,2175:AL:SCAN
17585,-0.959,34.9,-86.53333,2019-06-04,2053:AL:SCAN
17589,0.465,34.19492,-86.79897,2019-06-11,2113:AL:SCAN
17590,-0.723,33.10768,-88.31003,2019-06-11,2174:AL:SCAN
17593,-1.214,30.5238,-87.69797,2019-06-11,2180:AL:SCAN
17594,1.604,32.608,-88.19743,2019-06-11,2114:AL:SCAN
17595,0.012,32.41222,-85.91028,2019-06-11,2178:AL:SCAN
17596,-0.509,31.10923,-87.55277,2019-06-11,2181:AL:SCAN
17597,-1.691,31.01912,-85.03693,2019-06-11,2182:AL:SCAN
17598,-0.16,32.40392,-86.89137,2019-06-11,2176:AL:SCAN
17599,1.256,34.43333,-86.68333,2019-06-11,2056:AL:SCAN
17601,0.206,32.43455,-85.74802,2019-06-11,2115:AL:SCAN
17604,0.071,34.78333,-86.55,2019-06-18,2057:AL:SCAN
17605,1.51,34.89375,-86.60236,2019-06-18,2078:AL:SCAN
17606,-0.493,32.28393,-86.05253,2019-06-18,2177:AL:SCAN
17607,0.116,34.19492,-86.79897,2019-06-18,2113:AL:SCAN
17608,0.149,33.10768,-88.31003,2019-06-18,2174:AL:SCAN
17610,-0.463,34.81982,-87.98685,2019-06-18,2173:AL:SCAN
17611,-0.266,30.5238,-87.69797,2019-06-18,2180:AL:SCAN
17612,-0.261,32.608,-88.19743,2019-06-18,2114:AL:SCAN
17613,0.4,32.41222,-85.91028,2019-06-18,2178:AL:SCAN
17614,-0.635,31.10923,-87.55277,2019-06-18,2181:AL:SCAN
17615,-1.693,31.01912,-85.03693,2019-06-18,2182:AL:SCAN
17616,-0.531,32.40392,-86.89137,2019-06-18,2176:AL:SCAN
17617,1.482,34.43333,-86.68333,2019-06-18,2056:AL:SCAN
17618,-1.376,34.17973,-87.45618,2019-06-18,2179:AL:SCAN
17619,-1.157,32.43455,-85.74802,2019-06-18,2115:AL:SCAN
17621,-0.796,34.9,-86.53333,2019-06-18,2053:AL:SCAN
17624,1.75,32.28393,-86.05253,2019-06-25,2177:AL:SCAN
17625,-0.175,34.19492,-86.79897,2019-06-25,2113:AL:SCAN
17626,0.744,33.10768,-88.31003,2019-06-25,2174:AL:SCAN
17627,-1.103,34.4448,-86.16557,2019-06-25,2055:AL:SCAN
17628,1.747,34.81982,-87.98685,2019-06-25,2173:AL:SCAN
17629,1.045,30.5238,-87.69797,2019-06-25,2180:AL:SCAN
17630,0.421,32.608,-88.19743,2019-06-25,2114:AL:SCAN
17631,1.143,32.41222,-85.91028,2019-06-25,2178:AL:SCAN
17633,-0.234,31.01912,-85.03693,2019-06-25,2182:AL:SCAN
17635,-0.88,34.43333,-86.68333,2019-06-25,2056:AL:SCAN
17636,-0.114,34.17973,-87.45618,2019-06-25,2179:AL:SCAN
17637,1.161,32.43455,-85.74802,2019-06-25,2115:AL:SCAN
17640,0.607,34.78333,-86.55,2019-07-02,2057:AL:SCAN
17641,1.894,34.89375,-86.60236,2019-07-02,2078:AL:SCAN
17642,1.375,32.28393,-86.05253,2019-07-02,2177:AL:SCAN
17643,1.059,34.19492,-86.79897,2019-07-02,2113:AL:SCAN
17644,0.379,33.10768,-88.31003,2019-07-02,2174:AL:SCAN
17645,0.644,34.4448,-86.16557,2019-07-02,2055:AL:SCAN
17646,1.231,34.81982,-87.98685,2019-07-02,2173:AL:SCAN
17648,0.501,32.608,-88.19743,2019-07-02,2114:AL:SCAN
17649,0.659,32.41222,-85.91028,2019-07-02,2178:AL:SCAN
17651,-0.37,31.01912,-85.03693,2019-07-02,2182:AL:SCAN
17652,-0.338,32.40392,-86.89137,2019-07-02,2176:AL:SCAN
17653,0.671,34.43333,-86.68333,2019-07-02,2056:AL:SCAN
17654,1.737,34.17973,-87.45618,2019-07-02,2179:AL:SCAN
17655,1.339,32.43455,-85.74802,2019-07-02,2115:AL:SCAN
17658,-0.287,34.78333,-86.55,2019-07-09,2057:AL:SCAN
17661,-0.811,34.19492,-86.79897,2019-07-09,2113:AL:SCAN
17663,0.481,34.4448,-86.16557,2019-07-09,2055:AL:SCAN
17664,1.15,34.81982,-87.98685,2019-07-09,2173:AL:SCAN
17666,0.015,32.608,-88.19743,2019-07-09,2114:AL:SCAN
17667,0.317,32.41222,-85.91028,2019-07-09,2178:AL:SCAN
17668,0.374,31.10923,-87.55277,2019-07-09,2181:AL:SCAN
17669,0.95,31.01912,-85.03693,2019-07-09,2182:AL:SCAN
17670,0.806,32.40392,-86.89137,2019-07-09,2176:AL:SCAN
17671,0.763,34.43333,-86.68333,2019-07-09,2056:AL:SCAN
17672,-2.146,34.17973,-87.45618,2019-07-09,2179:AL:SCAN
17673,1.021,32.43455,-85.74802,2019-07-09,2115:AL:SCAN
17674,-1.599,33.33168,-85.51818,2019-07-09,2175:AL:SCAN
17676,0.244,34.78333,-86.55,2019-07-16,2057:AL:SCAN
17679,-0.873,34.19492,-86.79897,2019-07-16,2113:AL:SCAN
17682,1.211,34.81982,-87.98685,2019-07-16,2173:AL:SCAN
17684,1.386,32.608,-88.19743,2019-07-16,2114:AL:SCAN
17685,0.34,32.41222,-85.91028,2019-07-16,2178:AL:SCAN
17687,1.109,31.01912,-85.03693,2019-07-16,2182:AL:SCAN
17689,-0.021,34.43333,-86.68333,2019-07-16,2056:AL:SCAN
17690,-0.514,34.17973,-87.45618,2019-07-16,2179:AL:SCAN
17693,1.774,34.9,-86.53333,2019-07-16,2053:AL:SCAN
17694,1.45,34.78333,-86.55,2019-07-23,2057:AL:SCAN
17696,-0.653,32.28393,-86.05253,2019-07-23,2177:AL:SCAN
17700,1.111,34.81982,-87.98685,2019-07-23,2173:AL:SCAN
17702,0.681,32.608,-88.19743,2019-07-23,2114:AL:SCAN
17703,2.106,32.41222,-85.91028,2019-07-23,2178:AL:SCAN
17705,1.049,31.01912,-85.03693,2019-07-23,2182:AL:SCAN
17711,0.423,34.9,-86.53333,2019-07-23,2053:AL:SCAN
17712,-0.745,34.78333,-86.55,2019-07-30,2057:AL:SCAN
17713,-0.72,34.89375,-86.60236,2019-07-30,2078:AL:SCAN
17714,-1.648,32.28393,-86.05253,2019-07-30,2177:AL:SCAN
17715,-0.51,34.19492,-86.79897,2019-07-30,2113:AL:SCAN
17716,-1.393,33.10768,-88.31003,2019-07-30,2174:AL:SCAN
17718,0.315,34.81982,-87.98685,2019-07-30,2173:AL:SCAN
17719,-1.61,30.5238,-87.69797,2019-07-30,2180:AL:SCAN
17720,-0.959,32.608,-88.19743,2019-07-30,2114:AL:SCAN
17721,-0.722,32.41222,-85.91028,2019-07-30,2178:AL:SCAN
17722,-1.229,31.10923,-87.55277,2019-07-30,2181:AL:SCAN
17723,-1.783,31.01912,-85.03693,2019-07-30,2182:AL:SCAN
17724,-1.704,32.40392,-86.89137,2019-07-30,2176:AL:SCAN
17725,-0.738,34.43333,-86.68333,2019-07-30,2056:AL:SCAN
17726,-1.546,34.17973,-87.45618,2019-07-30,2179:AL:SCAN
17727,-0.28,32.43455,-85.74802,2019-07-30,2115:AL:SCAN
17728,0.008,33.33168,-85.51818,2019-07-30,2175:AL:SCAN
17729,-1.835,34.9,-86.53333,2019-07-30,2053:AL:SCAN
17730,0.581,34.78333,-86.55,2019-08-06,2057:AL:SCAN
17731,-0.731,34.89375,-86.60236,2019-08-06,2078:AL:SCAN
17732,-0.017,32.28393,-86.05253,2019-08-06,2177:AL:SCAN
17734,0.488,33.10768,-88.31003,2019-08-06,2174:AL:SCAN
17736,0.862,34.81982,-87.98685,2019-08-06,2173:AL:SCAN
17737,-0.815,30.5238,-87.69797,2019-08-06,2180:AL:SCAN
17738,0.993,32.608,-88.19743,2019-08-06,2114:AL:SCAN
17739,0.649,32.41222,-85.91028,2019-08-06,2178:AL:SCAN
17740,-0.051,31.10923,-87.55277,2019-08-06,2181:AL:SCAN
17741,0.419,31.01912,-85.03693,2019-08-06,2182:AL:SCAN
17742,1.133,32.40392,-86.89137,2019-08-06,2176:AL:SCAN
17743,1.705,34.43333,-86.68333,2019-08-06,2056:AL:SCAN
17744,1.705,34.17973,-87.45618,2019-08-06,2179:AL:SCAN
17745,1.044,32.43455,-85.74802,2019-08-06,2115:AL:SCAN
17747,-0.453,34.9,-86.53333,2019-08-06,2053:AL:SCAN
17748,0.21,34.78333,-86.55,2019-08-13,2057:AL:SCAN
17749,-1.194,34.89375,-86.60236,2019-08-13,2078:AL:SCAN
17751,0.279,34.19492,-86.79897,2019-08-13,2113:AL:SCAN
17753,0.52,34.4448,-86.16557,2019-08-13,2055:AL:SCAN
17755,2.238,30.5238,-87.69797,2019-08-13,2180:AL:SCAN
17756,1.028,32.608,-88.19743,2019-08-13,2114:AL:SCAN
17757,0.884,32.41222,-85.91028,2019-08-13,2178:AL:SCAN
17758,0.754,31.10923,-87.55277,2019-08-13,2181:AL:SCAN
17759,-1.147,31.01912,-85.03693,2019-08-13,2182:AL:SCAN
17761,0.178,34.43333,-86.68333,2019-08-13,2056:AL:SCAN
17762,1.313,34.17973,-87.45618,2019-08-13,2179:AL:SCAN
17763,1.379,32.43455,-85.74802,2019-08-13,2115:AL:SCAN
17765,0.436,34.9,-86.53333,2019-08-13,2053:AL:SCAN
17766,-0.333,34.78333,-86.55,2019-08-20,2057:AL:SCAN
17767,0.452,34.89375,-86.60236,2019-08-20,2078:AL:SCAN
17768,0.52,32.28393,-86.05253,2019-08-20,2177:AL:SCAN
17769,-0.506,34.19492,-86.79897,2019-08-20,2113:AL:SCAN
17770,0.526,33.10768,-88.31003,2019-08-20,2174:AL:SCAN
17771,0.272,34.4448,-86.16557,2019-08-20,2055:AL:SCAN
17772,0.39,34.81982,-87.98685,2019-08-20,2173:AL:SCAN
17773,-0.666,30.5238,-87.69797,2019-08-20,2180:AL:SCAN
17774,-0.444,32.608,-88.19743,2019-08-20,2114:AL:SCAN
17775,-0.767,32.41222,-85.91028,2019-08-20,2178:AL:SCAN
17776,-0.416,31.10923,-87.55277,2019-08-20,2181:AL:SCAN
17777,-1.029,31.01912,-85.03693,2019-08-20,2182:AL:SCAN
17778,-1.089,32.40392,-86.89137,2019-08-20,2176:AL:SCAN
17779,-1.196,34.43333,-86.68333,2019-08-20,2056:AL:SCAN
17780,0.135,34.17973,-87.45618,2019-08-20,2179:AL:SCAN
17781,0.366,32.43455,-85.74802,2019-08-20,2115:AL:SCAN
17783,0.887,34.9,-86.53333,2019-08-20,2053:AL:SCAN
17784,-0.945,34.78333,-86.55,2019-08-27,2057:AL:SCAN
17785,1.177,34.89375,-86.60236,2019-08-27,2078:AL:SCAN
17786,0.842,32.28393,-86.05253,2019-08-27,2177:AL:SCAN
17787,-1.018,34.19492,-86.79897,2019-08-27,2113:AL:SCAN
17788,1.195,33.10768,-88.31003,2019-08-27,2174:AL:SCAN
