MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20160412,AL,100,0,0,0,0,0,2016-04-12,2016-04-18,1
20160405,AL,100,0,0,0,0,0,2016-04-05,2016-04-11,1
20160329,AL,98.08,1.92,0,0,0,0,2016-03-29,2016-04-04,1
20160322,AL,100,0,0,0,0,0,2016-03-22,2016-03-28,1
20160315,AL,100,0,0,0,0,0,2016-03-15,2016-03-21,1
20160308,AL,100,0,0,0,0,0,2016-03-08,2016-03-14,1
20160301,AL,100,0,0,0,0,0,2016-03-01,2016-03-07,1
20160223,AL,100,0,0,0,0,0,2016-02-23,2016-02-29,1
20160216,AL,100,0,0,0,0,0,2016-02-16,2016-02-22,1
20160209,AL,100,0,0,0,0,0,2016-02-09,2016-02-15,1
20160202,AL,100,0,0,0,0,0,2016-02-02,2016-02-08,1
20160126,AL,100,0,0,0,0,0,2016-01-26,2016-02-01,1
20160119,AL,100,0,0,0,0,0,2016-01-19,2016-01-25,1
20160112,AL,100,0,0,0,0,0,2016-01-12,2016-01-18,1
20160105,AL,100,0,0,0,0,0,2016-01-05,2016-01-11,1
20151229,AL,100,0,0,0,0,0,2015-12-29,2016-01-04,1
20151222,AL,100,0,0,0,0,0,2015-12-22,2015-12-28,1
20151215,AL,94.63,5.37,0,0,0,0,2015-12-15,2015-12-21,1
20151208,AL,100,0,0,0,0,0,2015-12-08,2015-12-14,1
20151201,AL,100,0,0,0,0,0,2015-12-01,2015-12-07,1
20151124,AL,94.2,5.8,0,0,0,0,2015-11-24,2015-11-30,1
20151117,AL,87.51,12.49,0,0,0,0,2015-11-17,2015-11-23,1
20151110,AL,91.28,8.72,0,0,0,0,2015-11-10,2015-11-16,1
20151103,AL,63.77,36.23,0,0,0,0,2015-11-03,2015-11-09,1
20151027,AL,42.14,57.86,11.15,0,0,0,2015-10-27,2015-11-02,1
20151020,AL,28.99,71.01,24.4,1.62,0,0,2015-10-20,2015-10-26,1
20151013,AL,37.29,62.71,19.06,0,0,0,2015-10-13,2015-10-19,1
20151006,AL,43.27,56.73,7.21,0,0,0,2015-10-06,2015-10-12,1
20150929,AL,37.12,62.88,4.86,0,0,0,2015-09-29,2015-10-05,1
20150922,AL,33.17,66.83,17.41,0,0,0,2015-09-22,2015-09-28,1
20150915,AL,33.22,66.78,17.29,0,0,0,2015-09-15,2015-09-21,1
20150908,AL,52.92,47.08,15.03,0,0,0,2015-09-08,2015-09-14,1
20150901,AL,57.19,42.81,11.16,0,0,0,2015-09-01,2015-09-07,1
20150825,AL,50.16,49.84,4.97,0,0,0,2015-08-25,2015-08-31,1
20150818,AL,46.12,53.88,10.86,0,0,0,2015-08-18,2015-08-24,1
20150811,AL,41.16,58.84,18.86,0,0,0,2015-08-11,2015-08-17,1
20150804,AL,38.85,61.15,18.46,0,0,0,2015-08-04,2015-08-10,1
20150728,AL,59.91,40.09,9.37,0,0,0,2015-07-28,2015-08-03,1
20150721,AL,59.23,40.77,8.6,0,0,0,2015-07-21,2015-07-27,1
20150714,AL,74.96,25.04,8.6,0,0,0,2015-07-14,2015-07-20,1
20150707,AL,77.84,22.16,8.6,0,0,0,2015-07-07,2015-07-13,1
20150630,AL,63.78,36.22,14.36,0,0,0,2015-06-30,2015-07-06,1
20150623,AL,67.87,32.13,2.28,0,0,0,2015-06-23,2015-06-29,1
20150616,AL,93.28,6.72,0,0,0,0,2015-06-16,2015-06-22,1
20150609,AL,96.74,3.26,0,0,0,0,2015-06-09,2015-06-15,1
20150602,AL,96.74,3.26,0,0,0,0,2015-06-02,2015-06-08,1
20150526,AL,76.68,23.32,0,0,0,0,2015-05-26,2015-06-01,1
20150519,AL,58.33,41.67,0,0,0,0,2015-05-19,2015-05-25,1
20150512,AL,52.55,47.45,0,0,0,0,2015-05-12,2015-05-18,1
20150505,AL,64.57,35.43,0,0,0,0,2015-05-05,2015-05-11,1
20150428,AL,73.06,26.94,0,0,0,0,2015-04-28,2015-05-04,1
20150421,AL,67.96,32.04,2.45,0,0,0,2015-04-21,2015-04-27,1
20150414,AL,44.83,55.17,12.94,2.38,0,0,2015-04-14,2015-04-20,1
20150407,AL,44.83,55.17,17.62,3.09,0,0,2015-04-07,2015-04-13,1
20150331,AL,44.83,55.17,13.79,0,0,0,2015-03-31,2015-04-06,1
20150324,AL,56.67,43.33,5.92,0,0,0,2015-03-24,2015-03-30,1
20150317,AL,47,53,7.35,0,0,0,2015-03-17,2015-03-23,1
20150310,AL,49.36,50.64,13.27,0,0,0,2015-03-10,2015-03-16,1
20150303,AL,44.4,55.6,14.66,0,0,0,2015-03-03,2015-03-09,1
20150224,AL,29.08,70.92,17.2,0,0,0,2015-02-24,2015-03-02,1
20150217,AL,29.08,70.92,14.87,0,0,0,2015-02-17,2015-02-23,1
20150210,AL,38.04,61.96,1.63,0,0,0,2015-02-10,2015-02-16,1
20150203,AL,61.07,38.93,1.63,0,0,0,2015-02-03,2015-02-09,1
20150127,AL,61.07,38.93,1.63,0,0,0,2015-01-27,2015-02-02,1
20150120,AL,57.41,42.59,3.03,0,0,0,2015-01-20,2015-01-26,1
20150113,AL,81.65,18.35,3.03,0,0,0,2015-01-13,2015-01-19,1
20150106,AL,81.65,18.35,3.03,0,0,0,2015-01-06,2015-01-12,1
20141230,AL,62.5,37.5,3.75,0,0,0,2014-12-30,2015-01-05,1
20141223,AL,28.09,71.91,34.85,3.87,0,0,2014-12-23,2014-12-29,1
20141216,AL,28.09,71.91,34.85,3.87,0,0,2014-12-16,2014-12-22,1
20141209,AL,33.72,66.28,21.08,2.63,0,0,2014-12-09,2014-12-15,1
20141202,AL,36.15,63.85,14.75,3.37,0,0,2014-12-02,2014-12-08,1
20141125,AL,36.15,63.85,12.59,1.58,0,0,2014-11-25,2014-12-01,1
20141118,AL,35.42,64.58,12.83,1.58,0,0,2014-11-18,2014-11-24,1
20141111,AL,29.5,70.5,27.06,1.77,0,0,2014-11-11,2014-11-17,1
20141104,AL,32.61,67.39,25.92,1.25,0,0,2014-11-04,2014-11-10,1
20141028,AL,39.42,60.58,17.24,1.25,0,0,2014-10-28,2014-11-03,1
20141021,AL,44.25,55.75,17.24,1.25,0,0,2014-10-21,2014-10-27,1
20141014,AL,44.25,55.75,17.24,1.25,0,0,2014-10-14,2014-10-20,1
20141007,AL,24.75,75.25,27,1.25,0,0,2014-10-07,2014-10-13,1
20140930,AL,17.21,82.79,27,1.25,0,0,2014-09-30,2014-10-06,1
20140923,AL,37.04,62.96,11.64,0,0,0,2014-09-23,2014-09-29,1
20140916,AL,37.04,62.96,10.2,0.01,0,0,2014-09-16,2014-09-22,1
20140909,AL,36.27,63.73,10.2,0.01,0,0,2014-09-09,2014-09-15,1
20140902,AL,34.99,65.01,10.2,0.01,0,0,2014-09-02,2014-09-08,1
20140826,AL,36.67,63.33,10.18,0,0,0,2014-08-26,2014-09-01,1
20140819,AL,54.83,45.17,4.13,0,0,0,2014-08-19,2014-08-25,1
20140812,AL,59.18,40.82,4.05,0,0,0,2014-08-12,2014-08-18,1
20140805,AL,62.66,37.34,1.66,0,0,0,2014-08-05,2014-08-11,1
20140729,AL,67.18,32.82,0.95,0,0,0,2014-07-29,2014-08-04,1
20140722,AL,81.05,18.95,0,0,0,0,2014-07-22,2014-07-28,1
20140715,AL,78.53,21.47,0,0,0,0,2014-07-15,2014-07-21,1
20140708,AL,91.92,8.08,0,0,0,0,2014-07-08,2014-07-14,1
20140701,AL,99.27,0.73,0,0,0,0,2014-07-01,2014-07-07,1
20140624,AL,95.03,4.97,0,0,0,0,2014-06-24,2014-06-30,1
20140617,AL,95.02,4.98,0,0,0,0,2014-06-17,2014-06-23,1
20140610,AL,95.02,4.98,0,0,0,0,2014-06-10,2014-06-16,1
20140603,AL,87.14,12.86,0.65,0,0,0,2014-06-03,2014-06-09,1
20140527,AL,91.8,8.2,0.54,0,0,0,2014-05-27,2014-06-02,1
20140520,AL,92.99,7.01,0.54,0,0,0,2014-05-20,2014-05-26,1
20140513,AL,91.14,8.86,2.12,0,0,0,2014-05-13,2014-05-19,1
20140506,AL,94.68,5.32,0,0,0,0,2014-05-06,2014-05-12,1
20140429,AL,97.11,2.89,0,0,0,0,2014-04-29,2014-05-05,1
20140422,AL,94.9,5.1,1.31,0,0,0,2014-04-22,2014-04-28,1
20140415,AL,96.02,3.98,1.32,0,0,0,2014-04-15,2014-04-21,1
20140408,AL,96.18,3.82,1.32,0,0,0,2014-04-08,2014-04-14,1
20140401,AL,75.45,24.55,3.37,0,0,0,2014-04-01,2014-04-07,1
20140325,AL,78.21,21.79,3.37,0,0,0,2014-03-25,2014-03-31,1
20140318,AL,81.51,18.49,0,0,0,0,2014-03-18,2014-03-24,1
20140311,AL,81.52,18.48,0,0,0,0,2014-03-11,2014-03-17,1
20140304,AL,91.36,8.64,0,0,0,0,2014-03-04,2014-03-10,1
20140225,AL,90.2,9.8,0,0,0,0,2014-02-25,2014-03-03,1
20140218,AL,88.99,11.01,0,0,0,0,2014-02-18,2014-02-24,1
20140211,AL,85.41,14.59,0,0,0,0,2014-02-11,2014-02-17,1
20140204,AL,65.11,34.89,0,0,0,0,2014-02-04,2014-02-10,1
20140128,AL,56.49,43.51,0,0,0,0,2014-01-28,2014-02-03,1
20140121,AL,100,0,0,0,0,0,2014-01-21,2014-01-27,1
20140114,AL,100,0,0,0,0,0,2014-01-14,2014-01-20,1
20140107,AL,94.61,5.39,0,0,0,0,2014-01-07,2014-01-13,1
20131231,AL,97.35,2.65,0,0,0,0,2013-12-31,2014-01-06,1
20131224,AL,89.25,10.75,2.66,0,0,0,2013-12-24,2013-12-30,1
20131217,AL,67.27,32.73,6.52,0,0,0,2013-12-17,2013-12-23,1
20131210,AL,85.82,14.18,1.32,0,0,0,2013-12-10,2013-12-16,1
20131203,AL,73.95,26.05,1.32,0,0,0,2013-12-03,2013-12-09,1
20131126,AL,77.19,22.81,0.63,0,0,0,2013-11-26,2013-12-02,1
20131119,AL,54.13,45.87,5.05,0,0,0,2013-11-19,2013-11-25,1
20131112,AL,54.31,45.69,5.05,0,0,0,2013-11-12,2013-11-18,1
20131105,AL,57.88,42.12,0,0,0,0,2013-11-05,2013-11-11,1
20131029,AL,76.43,23.57,0,0,0,0,2013-10-29,2013-11-04,1
20131022,AL,92.98,7.02,0,0,0,0,2013-10-22,2013-10-28,1
20131015,AL,100,0,0,0,0,0,2013-10-15,2013-10-21,1
20131008,AL,100,0,0,0,0,0,2013-10-08,2013-10-14,1
20131001,AL,96.85,3.15,0,0,0,0,2013-10-01,2013-10-07,1
20130924,AL,92.9,7.1,0,0,0,0,2013-09-24,2013-09-30,1
20130917,AL,90.2,9.8,0,0,0,0,2013-09-17,2013-09-23,1
20130910,AL,98.12,1.88,0,0,0,0,2013-09-10,2013-09-16,1
20130903,AL,100,0,0,0,0,0,2013-09-03,2013-09-09,1
20130827,AL,100,0,0,0,0,0,2013-08-27,2013-09-02,1
20130820,AL,100,0,0,0,0,0,2013-08-20,2013-08-26,1
20130813,AL,100,0,0,0,0,0,2013-08-13,2013-08-19,1
20130806,AL,100,0,0,0,0,0,2013-08-06,2013-08-12,1
20130730,AL,100,0,0,0,0,0,2013-07-30,2013-08-05,1
20130723,AL,100,0,0,0,0,0,2013-07-23,2013-07-29,1
20130716,AL,100,0,0,0,0,0,2013-07-16,2013-07-22,1
20130709,AL,93.04,6.96,0,0,0,0,2013-07-09,2013-07-15,1
20130702,AL,82.34,17.66,0,0,0,0,2013-07-02,2013-07-08,1
20130625,AL,77.7,22.3,0,0,0,0,2013-06-25,2013-07-01,1
20130618,AL,73.53,26.47,0,0,0,0,2013-06-18,2013-06-24,1
20130611,AL,73.53,26.47,0,0,0,0,2013-06-11,2013-06-17,1
20130604,AL,68.65,31.35,4.74,0,0,0,2013-06-04,2013-06-10,1
20130528,AL,86.96,13.04,3.18,0,0,0,2013-05-28,2013-06-03,1
20130521,AL,94.57,5.43,0,0,0,0,2013-05-21,2013-05-27,1
20130514,AL,100,0,0,0,0,0,2013-05-14,2013-05-20,1
20130507,AL,100,0,0,0,0,0,2013-05-07,2013-05-13,1
20130430,AL,95.97,4.03,0,0,0,0,2013-04-30,2013-05-06,1
20130423,AL,95.97,4.03,0,0,0,0,2013-04-23,2013-04-29,1
20130416,AL,95.5,4.5,0,0,0,0,2013-04-16,2013-04-22,1
20130409,AL,91.02,8.98,0,0,0,0,2013-04-09,2013-04-15,1
20130402,AL,94.24,5.76,0,0,0,0,2013-04-02,2013-04-08,1
20130326,AL,94.61,5.39,0,0,0,0,2013-03-26,2013-04-01,1
20130319,AL,89.71,10.29,0,0,0,0,2013-03-19,2013-03-25,1
20130312,AL,93.62,6.38,0,0,0,0,2013-03-12,2013-03-18,1
20130305,AL,90.05,9.95,0.89,0,0,0,2013-03-05,2013-03-11,1
20130226,AL,88.56,11.44,1.63,0,0,0,2013-02-26,2013-03-04,1
20130219,AL,65.29,34.71,18.32,2.49,0,0,2013-02-19,2013-02-25,1
20130212,AL,64.85,35.15,18.51,3.92,0,0,2013-02-12,2013-02-18,1
20130205,AL,47.94,52.06,31.82,20.3,4,0,2013-02-05,2013-02-11,1
20130129,AL,43.33,56.67,33.35,21.95,8.03,0,2013-01-29,2013-02-04,1
20130122,AL,43.33,56.67,30.62,16.92,6.99,0,2013-01-22,2013-01-28,1
20130115,AL,43.24,56.76,32.58,17.94,8.23,0,2013-01-15,2013-01-21,1
20130108,AL,39.94,60.06,33.68,19.43,9.82,0,2013-01-08,2013-01-14,1
20130101,AL,40.08,59.92,33.68,19.47,9.82,0,2013-01-01,2013-01-07,1
20121225,AL,29.47,70.53,35.93,20.25,9.82,3.68,2012-12-25,2012-12-31,1
20121218,AL,27.71,72.29,36.42,20.77,9.82,3.68,2012-12-18,2012-12-24,1
20121211,AL,27.71,72.29,36.85,22.15,9.95,3.68,2012-12-11,2012-12-17,1
20121204,AL,26.86,73.14,37.74,22.88,9.95,3.68,2012-12-04,2012-12-10,1
20121127,AL,42.44,57.56,37.72,22.88,9.95,3.68,2012-11-27,2012-12-03,1
20121120,AL,54.94,45.06,30.05,20.14,8.05,3.68,2012-11-20,2012-11-26,1
20121113,AL,58.22,41.78,28.24,16.91,7.38,3.68,2012-11-13,2012-11-19,1
20121106,AL,56.54,43.46,28.21,17.48,7.38,3.68,2012-11-06,2012-11-12,1
20121030,AL,66.89,33.11,20.74,11.93,6.82,0,2012-10-30,2012-11-05,1
20121023,AL,73.51,26.49,18.81,11.93,6.82,0,2012-10-23,2012-10-29,1
20121016,AL,74.36,25.64,17.17,11.69,6.82,0,2012-10-16,2012-10-22,1
20121009,AL,76.42,23.58,17.17,11.69,6.82,0,2012-10-09,2012-10-15,1
20121002,AL,75.58,24.42,17.17,11.69,6.82,0,2012-10-02,2012-10-08,1
20120925,AL,71.57,28.43,19.43,15.36,8.69,0,2012-09-25,2012-10-01,1
20120918,AL,70.57,29.43,19.43,15.36,8.66,0,2012-09-18,2012-09-24,1
20120911,AL,68.56,31.44,19.43,15.36,8.66,0,2012-09-11,2012-09-17,1
20120904,AL,65.56,34.44,22.42,15.36,8.66,0,2012-09-04,2012-09-10,1
20120828,AL,55.68,44.32,27.23,15.36,8.66,0,2012-08-28,2012-09-03,1
20120821,AL,56.05,43.95,27.23,15.36,8.66,0,2012-08-21,2012-08-27,1
20120814,AL,46.48,53.52,27.23,16.25,8.66,0,2012-08-14,2012-08-20,1
20120807,AL,41.16,58.84,33.41,21.99,14.27,1.6,2012-08-07,2012-08-13,1
20120731,AL,16.43,83.57,46.75,23.7,14.58,1.74,2012-07-31,2012-08-06,1
20120724,AL,11.79,88.21,56.65,28.83,14.47,1.67,2012-07-24,2012-07-30,1
20120717,AL,10.14,89.86,58.57,29.35,15.65,1.08,2012-07-17,2012-07-23,1
20120710,AL,8.34,91.66,58.89,31.54,15.65,1.08,2012-07-10,2012-07-16,1
20120703,AL,8.51,91.49,58.01,31.54,15.64,1.08,2012-07-03,2012-07-09,1
20120626,AL,11.29,88.71,46.74,20.6,13.78,1.08,2012-06-26,2012-07-02,1
20120619,AL,42.58,57.42,26.44,17.56,12.58,1.06,2012-06-19,2012-06-25,1
20120612,AL,43.85,56.15,26.44,17.56,13.65,1.06,2012-06-12,2012-06-18,1
20120605,AL,13.64,86.36,42.22,29.08,20.84,2.85,2012-06-05,2012-06-11,1
20120529,AL,12.03,87.97,50,27.98,20.67,2.85,2012-05-29,2012-06-04,1
20120522,AL,15.47,84.53,48.25,27.03,20.67,2.85,2012-05-22,2012-05-28,1
20120515,AL,15.49,84.51,48.25,27.66,21.89,2.85,2012-05-15,2012-05-21,1
20120508,AL,9.38,90.62,50.03,27.7,22.69,2.99,2012-05-08,2012-05-14,1
20120501,AL,8.31,91.69,59.69,31.67,24.68,2.99,2012-05-01,2012-05-07,1
20120424,AL,40.86,59.14,32.95,24.67,17.67,2.99,2012-04-24,2012-04-30,1
20120417,AL,47.99,52.01,32.95,24.67,17.67,2.99,2012-04-17,2012-04-23,1
20120410,AL,52.27,47.73,32.95,24.67,17.67,2.76,2012-04-10,2012-04-16,1
20120403,AL,57.88,42.12,32.95,24.68,16.86,3.98,2012-04-03,2012-04-09,1
20120327,AL,57.88,42.12,32.95,24.68,16.86,3.98,2012-03-27,2012-04-02,1
20120320,AL,54.04,45.96,33.04,24.85,17.11,3.98,2012-03-20,2012-03-26,1
20120313,AL,55.15,44.85,32.73,22.05,12.04,2.67,2012-03-13,2012-03-19,1
20120306,AL,55.15,44.85,31.61,19.54,12.04,2.67,2012-03-06,2012-03-12,1
20120228,AL,55.15,44.85,31.61,20.18,12.16,3.3,2012-02-28,2012-03-05,1
20120221,AL,55.15,44.85,35.26,24.3,12.16,3.3,2012-02-21,2012-02-27,1
20120214,AL,50.08,49.92,41.13,30.94,19.46,5.74,2012-02-14,2012-02-20,1
20120207,AL,52.83,47.17,34.98,21.98,7.97,1.83,2012-02-07,2012-02-13,1
20120131,AL,55.63,44.37,34.98,21.79,7.97,1.83,2012-01-31,2012-02-06,1
20120124,AL,52.95,47.05,34.98,21.79,7.97,1.83,2012-01-24,2012-01-30,1
20120117,AL,45.49,54.51,45.63,31.96,17.78,3.25,2012-01-17,2012-01-23,1
20120110,AL,39.32,60.68,49.65,27.98,14.48,0,2012-01-10,2012-01-16,1
20120103,AL,39.32,60.68,49.65,27.98,14.48,0,2012-01-03,2012-01-09,1
20111227,AL,39.32,60.68,49.65,27.98,14.48,0,2011-12-27,2012-01-02,1
20111220,AL,36.41,63.59,51.36,35.46,15.38,0,2011-12-20,2011-12-26,1
20111213,AL,36.41,63.59,51.36,35.46,15.38,0,2011-12-13,2011-12-19,1
20111206,AL,38.76,61.24,50.77,34.34,16.88,0,2011-12-06,2011-12-12,1
20111129,AL,32.61,67.39,49.38,34.34,16.88,0,2011-11-29,2011-12-05,1
20111122,AL,14.94,85.06,59.71,45.2,31.45,0,2011-11-22,2011-11-28,1
20111115,AL,14.94,85.06,59.71,45.2,31.45,0,2011-11-15,2011-11-21,1
20111108,AL,15.75,84.25,59.67,45.52,31.54,0,2011-11-08,2011-11-14,1
20111101,AL,23.95,76.05,54.36,40.47,23.91,0,2011-11-01,2011-11-07,1
20111025,AL,26.18,73.82,42.96,35.6,23.91,0,2011-10-25,2011-10-31,1
20111018,AL,39.83,60.17,41.47,31.74,18.18,0,2011-10-18,2011-10-24,1
20111011,AL,54.58,45.42,38.79,28.76,14.35,0,2011-10-11,2011-10-17,1
20111004,AL,54.66,45.34,38.79,28.78,14.39,0,2011-10-04,2011-10-10,1
20110927,AL,52.54,47.46,39.69,29.12,14.39,0,2011-09-27,2011-10-03,1
20110920,AL,45.07,54.93,44.35,30.6,17.38,0,2011-09-20,2011-09-26,1
20110913,AL,46.25,53.75,42.32,30.6,17.38,0,2011-09-13,2011-09-19,1
20110906,AL,46.25,53.75,42.32,30.6,17.38,0,2011-09-06,2011-09-12,1
20110830,AL,20.04,79.96,61.32,46.72,23.29,0,2011-08-30,2011-09-05,1
20110823,AL,30.56,69.44,55.96,36.51,4.5,0,2011-08-23,2011-08-29,1
20110816,AL,36.11,63.89,53.27,35.03,4.5,0,2011-08-16,2011-08-22,1
20110809,AL,33.05,66.95,56.77,37.71,4.5,0,2011-08-09,2011-08-15,1
20110802,AL,23.42,76.58,57.8,37.71,5.78,0,2011-08-02,2011-08-08,1
20110726,AL,32.17,67.83,45.5,26.13,9.63,0,2011-07-26,2011-08-01,1
20110719,AL,38.91,61.09,46.78,27.28,10.02,0,2011-07-19,2011-07-25,1
20110712,AL,13.7,86.3,56.58,39.91,22.21,9.16,2011-07-12,2011-07-18,1
20110705,AL,10.16,89.84,57.16,41.91,23.86,10.44,2011-07-05,2011-07-11,1
20110628,AL,6.39,93.61,57.16,41.91,24.94,11.68,2011-06-28,2011-07-04,1
20110621,AL,3.96,96.04,54.67,41.91,24.94,11.68,2011-06-21,2011-06-27,1
20110614,AL,1.65,98.35,54.88,40.71,21.59,3.72,2011-06-14,2011-06-20,1
20110607,AL,23.28,76.72,54.88,40.71,21.32,0.79,2011-06-07,2011-06-13,1
20110531,AL,33.26,66.74,43.5,34.25,13.14,0,2011-05-31,2011-06-06,1
